Text ,Slang,Abbreviations,Text meaning
Các khán giả luôn đông nghịt và luôn nhiệt tình đáng yêu đặc biệt ngoan khi lên VTV,,VTV,Các khán giả luôn đông nghịt và luôn nhiệt tình đáng yêu đặc biệt ngoan khi lên đài truyền hình
Âm thanh cho nghệ sĩ rehearsal rất ổn nhưng ngày diễn thì bất ổn hơn xíu,,,Âm thanh cho nghệ sĩ tổng duyệt rất ổn nhưng ngày diễn thì bất ổn hơn xíu
Bị hát oét mất một nốt trong bài Lặng xí hổ tí muốn nhảy cắm xuống biển flash của mọi người luôn,oét,,Bị hát nốt nhạc mất một nốt trong bài Lặng xí hổ tí muốn nhảy cắm xuống biển flash của mọi người luôn
Bài nhảy nhớ đc 99 con đường vũ công bán chuyên đã rộng mở nhưng mở hơi chậm do lạnh quá,,đc,Bài nhảy nhớ được 99 con đường vũ công bán chuyên đã rộng mở nhưng mở hơi chậm do lạnh quá
Khán giả vẫn đỉnh nóc kịch trần bay phấp phới hơn dự kiến,đỉnh nóc kịch trần bay phấp phới ,,Khán giả vẫn tuyệt vời hơn dự kiến
Rơi mất bộ inear vừa làm xong 1 ngày trước đợi khán giả về hết mới dám ra tìm lại may là tìm được còn đen là bị dẫm nứt hỏng,,,Rơi mất bộ inear vừa làm xong 1 ngày trước đợi khán giả về hết mới dám ra tìm lại may là tìm được còn đen là bị dẫm nứt hỏng
Lạnh quá Thầy ạ a còn khan tiếng đây này hoan hỉ hoan hỉ,,a,Lạnh quá Thầy ạ anh còn khan tiếng đây này hoan hỉ hoan hỉ
Nhưng Thiện vẫn toàn diện,,,Nhưng Thiện vẫn toàn diện
Thầy tìm đc inear chưa thầy,,đc,Thầy tìm được tai nghe chưa thầy
Thực ra em mải hét cũng ko nhớ a oét chỗ nào Chắc ảo giác thui a hihi,oét,"a, ko",Thực ra em mải hét cũng không nhớ anh nốt nhạc chỗ nào Chắc ảo giác thui anh hihi
Ảo giác đó em à,,,Ảo giác đó em à
Biển flash cho Lặng quá đỉnh a ơi HN lạnh còn đk nghe Lặng của a Thiên Thiện,,"HN, a, đk",Biển flash cho Lặng quá đỉnh anh ơi Hà Nội lạnh còn được nghe Lặng của anh Thiên Thiện
Em không tin đấy là nốt oét với em đấy là điểm sáng trong kĩ thuật nảy hột trong các làn điệu chèo Anh Thiện xứng đáng là học trò giỏi của cô Thu Huyền ạ,oét,,Em không tin đấy là nốt nhạc với em đấy là điểm sáng trong kĩ thuật nảy hột trong các làn điệu chèo Anh Thiện xứng đáng là học trò giỏi của cô Thu Huyền ạ
Thầy hát dù oet tí cũng vẫn làm e xúc động quá chừng,oét,e,Thầy hát dù nốt nhạc tí cũng vẫn làm em xúc động quá chừng
Rủ a Thiện đi trà đá mà ảnh cứ cười chả lói gì,,a,Rủ anh Thiện đi trà đá mà ảnh cứ cười chả nói gì
Bố giỏi lắm bố Thiện,,,Bố giỏi lắm bố Thiện
Nhờ nốt oét mà cấm đứa nào đồn show nhà mình nhép T ơi vẫn hay xỉuuuuu,oét,Tr,Nhờ nốt nhạc mà cấm đứa nào đồn show nhà mình nhép Thành ơi vẫn hay xỉuuuuu
Anh Thiện ko đi xuống khu cánh phải e giao lưu gì cả 910,,"ko, e",Anh Thiện không đi xuống khu cánh phải em giao lưu gì cả 910
anh Thiện toàn diện rv,,rv,anh Thiện toàn diện nhận xét
review có tâm quá tr quá đất,,tr,review có tâm quá trời quá đất
Vẫn cứ là 100 điểm ạ Cảm ơn vì nỗ lực và sự cống hiến tuyệt vời của các anh và ekip ATVNCG 2024,,"ATVNCG, ekip",Vẫn cứ là 100 điểm ạ Cảm ơn vì nỗ lực và sự cống hiến tuyệt vời của các anh và ban tổ chức anh trai vượt ngàn chông gai 2024
Ko sao anh,,ko,Không sao anh
Các a vẫn live rất rất đỉnh luôn ạ,,a,Các anh vẫn live rất rất đỉnh luôn ạ
Em khum nghe thấy nốt oét bài Lặng đâu tại lo hát cùng 2 anh rồi 3 mong có thể gặp anh ở concert nhà trẻ ạ,khum,,Em không nghe thấy nốt nhạc bài Lặng đâu tại lo hát cùng 2 anh rồi 3 mong có thể gặp anh ở concert nhà trẻ ạ
iu Lặng lắm lun ạ,,iu,yêu Lặng lắm luôn ạ
Chả thấy oét chỗ nào anh ơiii,oét,,Chả thấy nốt nhạc chỗ nào anh ơiii
Âm thanh có vẻ ko trục trặc,,ko,Âm thanh có vẻ không trục trặc
Huhu 100 điểm không có nhưng anh ơiiii,,,Huhu 100 điểm không có nhưng anh ơiiii
Em thích nốt oét đấy ạ vì em có thể đem nó đi khoe như bằng chứng anh Thiện và các anh tài hát live với toàn bộ sức lực,oét,,Em thích nốt nhạc đấy ạ vì em có thể đem nó đi khoe như bằng chứng anh Thiện và các anh tài hát trực tiếp với toàn bộ sức lực
Nay đi fansign chú Hưng mà mê tuy hơi loạn lúc xếp chỗ nma mê cho đến cuối show chú rất iu fan đang chúc chú Hưng giữ sức khoẻ thì 1 con mẹ còn bé tuổi gào với t chị đừng có gọi bằng chú được k chị vô duyên thế T đang tưởng n giỡn thì mấy bé xung quanh vô mắng n hoá ra là thật suýt t chửi rồi tại cho chú t vẫn nói nhẹ mấy bạn cũng v em ơi chú tuổi đã lớn hơn mẹ chị rồi mn phải gọi bằng chú cái n bịt tai e k nghe em k nghe mn ồn ào quá,,"t,n,mn,k,v, iu",Nay đi fansign chú Hưng mà mê tuy hơi loạn lúc xếp chỗ nma mê cho đến cuối show chú rất yêu fan đang chúc chú Hưng giữ sức khoẻ thì 1 con mẹ còn bé tuổi gào với tao chị đừng có gọi bằng chú được không chị vô duyên thế Tao đang tưởng nó giỡn thì mấy bé xung quanh vô mắng nó hoá ra là thật suýt tao chửi rồi tại cho chú tao vẫn nói nhẹ mấy bạn cũng vậy em ơi chú tuổi đã lớn hơn mẹ chị rồi mọi người phải gọi bằng chú cái nó bịt tai em không nghe em không nghe mọi người ồn ào quá
Anh tài Độ hát bài hát Xin đừng lặng im của anh tài Sibun giọng hát trời ban ,,,Anh tài Độ hát bài hát Xin đừng lặng im của anh tài Sibun giọng hát trời ban 
lần đầu đu trend nì hông với ai khác mà là với mẹ iuuu mãi iu ATVNCG vì những kỉ niệm đẹp này ,trend,ATVNCG,lần đầu đu xu hướng này không với ai khác mà là với mẹ yêu mãi yêu anh trai vượt ngàn chông gai vì những kỉ niệm đẹp này 
"Đỉnh cao hài độc thoại huyền thoại máy lạnh 10 ngựa gọi tên Sơn Tùng MTP, anh này không phải mát mát nữa đâu tuyết tuyết cmnr 
",cmnr,,"Đỉnh cao hài độc thoại huyền thoại máy lạnh 10 ngựa gọi tên Sơn Tùng MTP, anh này không phải mát mát nữa đâu tuyết tuyết luôn rồi
"
"Có khi nào cụm từ lóng của năm Wechoice Awards 2024 là câu Tặng em con chim không 
",Tặng em con chim,,"Có khi nào cụm từ lóng của năm Wechoice Awards 2024 là câu Tặng em món quà không 
"
Nghĩ tới cảnh anh Sinh lên nhận giải mà t cười bệnh,cười bệnh,t,Nghĩ tới cảnh anh Sinh lên nhận giải mà tao cười nghiêng ngả
Cảm ơn các bạn đã yêu thích cái miếng lạnh tanh này tặng các bạn con chim thay lời cảm ơn,Tặng em con chim,,Cảm ơn các bạn đã yêu thích cái miếng lạnh tanh này tặng các bạn món quà thay lời cảm ơn
Sẵn cho ké 1 bài nho,,,Sẵn cho ké 1 bài nho
mà tặng em con chim là sao vậy mng cũng du nhma miếng này ko biết thiệt,Tặng em con chim,"ko, mng",mà tặng em món quà là sao vậy mọi người cũng du nhưng mà miếng này không biết thiệt
tui vẫn chưa hiểu câu này nó từ 2n1d lun đó,,2n1d,tôi vẫn chưa hiểu câu này nó từ 2 ngày 1 đêm luôn đó
Câu này Vinh Râu nói 5 6 năm trc anh Sinh xài lại theo kiểu miếng của em nhạt quá tặng em con chim tiếng quạ bay ngang hay đc lồng lúc rớt miếng trong 2n1đ Qua Say2 lại xài tiếp lúc đầu tụi tui cũng ko hiểu tại miếng nó ngang phè mà nó lạnh tanh ai ngờ có ngày fan xài được trong mọi trường hợp như này đâu,,"trc, ko, 2n1d, Say2",Câu này Vinh Râu nói 5 6 năm trước anh Sinh xài lại theo kiểu miếng của em nhạt quá tặng em con chim tiếng quạ bay ngang hay đc lồng lúc rớt miếng trong 2 ngày 1 đêm Qua Say Hi lại xài tiếp lúc đầu tụi tui cũng không hiểu tại miếng nó ngang phè mà nó lạnh tanh ai ngờ có ngày người hâm mộ xài được trong mọi trường hợp như này đâu
haha 10 điểm cho anh Sinh,,,haha 10 điểm cho anh Sinh
Ê không biết tuần này còn thống kê keyword cho ATSH k hen Nếu còn chắc tặng em con chim lọt top quá,Tặng em con chim,"ATSH, k",Ê không biết tuần này còn thống kê từ khoá cho Anh trai say hi không hen Nếu còn chắc tặng em con chim lọt top quá
Chắc còn á mình cứ spam đi vào đc bản nào hay bản đó,,,Chắc còn á mình cứ  đi vào đc bản nào hay bản đó
chủ tút hiểu không cũng thích đó mà nhiều quá nó dị nè,chủ tút,,Người đăng bài hiểu không cũng thích đó mà nhiều quá nó dị nè
Hoy xin lỗi mà tặng trái đào nè,hoy,,Thôi xin lỗi mà tặng trái đào nè
Sau anh Sinh lên phát biểu Thực sự mình ko nghĩ miếng hề nhạt này của mình trở nên viral trở lên trên mọi diễn đàn Cảm ơn các bạn đã quan tâm đến miếng của mình để mình tặng các bạn con thay lời cảm ơn nha,,ko,Sau anh Sinh lên phát biểu Thực sự mình không nghĩ miếng hề nhạt này của mình trở nên viral trở lên trên mọi diễn đàn Cảm ơn các bạn đã quan tâm đến miếng của mình để mình tặng các bạn con thay lời cảm ơn nha
Xúi ảnh đem con chim lên thật là bùng nổ truyền thông liền,,,Xúi ảnh đem con chim lên thật là bùng nổ truyền thông liền
Má t cười điên luôn tặng bạn con,cười điên,t,Má tao cười luôn tặng bạn con
Đáp lễ lại vài hạt đậu cho chim bạn nuôi nè,,,Đáp lễ lại vài hạt đậu cho chim bạn nuôi nè
Tặng bạn luôn cái để nuôi nè,,,Tặng bạn luôn cái để nuôi nè
và cụm từ lóng của Wechoice năm nay là câu nào ạ Quý khán giả nghĩ là câu nào ạ. Đó chính là TẶNG EM CON CHIM Xin chúc mừng,Tặng em con chim,,và cụm từ lóng của Wechoice năm nay là câu nào ạ Quý khán giả nghĩ là câu nào ạ. Đó chính là TẶNG EM món quà Xin chúc mừng
Hài thiệt sự,,,Hài thiệt sự
vậy thì spam mọi mặt trận đi vui cũng tặng bạn con chim buồn cũng tặng bạn con chim chửi anti cũng tặng bạn con chim content đẩy view cũng tặng bạn con chim là năm nay anh sinh thắng đậm, tặng bạn con chim,,vậy thì spam mọi mặt trận đi vui cũng tặng bạn món quà buồn cũng tặng bạn món quà chửi anti cũng tặng bạn món quà content đẩy view cũng tặng bạn con chim là năm nay anh sinh thắng đậm
Anh Sinh lên nhận giải Cảm ơn mấy bạn rất nhiều vì đã vote cho mình tặng tất cả mọi người con chim,,,Anh Sinh lên nhận giải Cảm ơn mấy bạn rất nhiều vì đã vote cho mình tặng tất cả mọi người con chim
Tặng e con chim để anh sinh lên nhận giải này,Tặng e con chim ,e,Tặng em món quà để anh sinh lên nhận giải này
Lại 3 cái 1 lúc nx,,nx,Lại 3 cái 1 lúc nữa
Chạy seeding cho câu joke tặng em con chim để ảnh lên nhận giải thôi,tặng em con chim,,Chạy seeding cho câu đùa tặng em quà để ảnh lên nhận giải thôi
Xong ảnh lên nhận giải ảnh tặng cả giải con chắc cười chếch,,,Xong ảnh lên nhận giải ảnh tặng cả giải con chắc cười chếch
Cảm ơn các bạn đã mang về cho Luân giải thưởng này Luân rất cảm kích nên tặng các bạn con chim,,,Cảm ơn các bạn đã mang về cho Luân giải thưởng này Luân rất cảm kích nên tặng các bạn quà
ông cố nội ơi,,,ông cố nội ơi
Cảnh anh Sinh lên nhận giải dạ em cảm ơn tặng mng con chim,,mng,Cảnh anh Sinh lên nhận giải dạ em cảm ơn tặng mọi người con chim
Tặng thớt con chim T thích cái suy nghĩ này của thớt,Tặng thớt con chim,T,Tặng bạn món quà này Tao thích cái suy nghĩ này của mày
Gòi con chim đâu,gòi,,Rồi con chim đâu
Hai người bố,,,Hai người bố
Tình người ấm áp,,,Tình người ấm áp
mướt mườn mượt,,,mướt mườn mượt
Vtv seeding cho chông gai lên sóng bao nhiêu phát r ai đếm đc k nãy h thấy nhắc 89 lần r,,"Vtv, đc, k, r",Đài truyền hình seeding cho chông gai lên sóng bao nhiêu phát rồi ai đếm được không nãy giờ thấy nhắc 89 lần rồi
Khán giả ở nhà thích nhất là đc nghe SB biểu diễn ở khắp nơi ai cũng đăng,,SB,Khán giả ở nhà thích nhất là đc nghe SooBin biểu diễn ở khắp nơi ai cũng đăng
Yêuuuuu,,,Yêuuuuu
Mãi iu anh e cũm tự hào lắm ạ I luv Soobin I luv Chông Gai,,"e, luv, iu",Mãi yêu anh em cũm tự hào lắm ạ tôi yêu Soobin tôi yêu Chông Gai
Cô xin nhận làm mẹ vợ quốc dân Cũng đu và iu quý idol của mình là cháu,mẹ vợ quốc dân,iu,Cô xin nhận làm mẹ vợ của mọi người Cũng đu và yêu quý thần tượng của mình là cháu
Soobin Hoàng Sơn là 1 người chồng quốc dân,chồng quốc dân,,Soobin Hoàng Sơn là 1 người chồng của mọi người
Anh Sơn đỉnh lắm ạ yêu yêu,,,Anh Sơn đỉnh lắm ạ yêu yêu
Anh và mn đã vất vả nhiều rồi Yêu anh yêu mn nhiều,,mn,Anh và mọi người đã vất vả nhiều rồi Yêu anh yêu mọi người nhiều
Cảm ơn anh Sơn vì đã mang đến cho e một mùa hè thật là tuyệt vời ạ,,e,Cảm ơn anh Sơn vì đã mang đến cho em một mùa hè thật là tuyệt vời ạ
Yêu anh béeeee,,,Yêu anh béeeee
Anh tuyệt vời lắm anh biết không,,,Anh tuyệt vời lắm anh biết không
Huhu hôm qua anh siêu đẹp trai và hát siêu hay luôn a uiii,,a,Huhu hôm qua anh siêu đẹp trai và hát siêu hay luôn anh uiii
Yêu tất cả các anh,,,Yêu tất cả các anh
