Text ,Slang,Abbreviations,Text meaning
k biết an ủi j hơn ngoài việc chúc bạn năm sau thật nhiều điều tốt lành,,k j,không biết an ủi gì hơn ngoài việc chúc bạn năm sau thật nhiều điều tốt lành
mình cảm ơn nhaaa mình cũng mong bạn gặp nhiều may mắn năm nào cũng may,,,mình cảm ơn nhaaa mình cũng mong bạn gặp nhiều may mắn năm nào cũng may
ok cậu và tớ cũn thế,,,ok cậu và tớ cũng thế
hông buồn nheee sắp năm mới rồi chúng mình làm lạiii,hông,,không buồn nhé sắp năm mới rồi chúng mình làm lạiii
ny mới công việc mới,,ny,người yêu mới công việc mới
manifest trộm vía ạ,,,manifest trộm vía ạ
thương,,,thương
dạ tớ cảm ơn ôm nè,,,dạ tớ cảm ơn ôm nè
keep sức khỏe bro nếu được ta có thể ngồi tâm sự bên lý trà đá nhân trần nếu có thể,,,giữ sức khỏe bro nếu được ta có thể ngồi tâm sự bên lý trà đá nhân trần nếu có thể
hẹn tháng sau toi hết mụn lấy lại tự tin nha bro,,bro,hẹn tháng sau toi hết mụn lấy lại tự tin nha người anh em
nghe tệ vl nhưng cố lên,vl,vl,nghe tệ thật nhưng cố lên
ôm miếng nè qua năm mới mình làm lại,,,ôm miếng nè qua năm mới mình làm lại
còn thở còn đc uống nhân trần là may rồi,,,còn thở còn đc uống nhân trần là may rồi
cố gắng lên sau đêm đông thì trời cũng sẽ bình minh thôi chaizoo,chaizoo,,cố gắng lên sau đêm đông thì trời cũng sẽ bình minh thôi cố lên
dạaa tớ cảm ơn nhaa còn uống nhân trần đời còn vui hahaha,,,dạaa tớ cảm ơn nhaa còn uống nhân trần đời còn vui hahaha
làm cốc sữa ngô ko đag ngồi vỉa hè đây,,ko đag,làm cốc sữa ngô không đang ngồi vỉa hè đây
chúc em vững vàng vượt qua giai đoạn khó khăn này nha,,,chúc em vững vàng vượt qua giai đoạn khó khăn này nha
này gọi là truyền thống gia đình,,,này gọi là truyền thống gia đình
cho dù các chú cô anh chị em ở đâu đi nữa mình phải tự hào là mình là người việt nam thì nước mình mới giàu và mạnh ,,,cho dù các chú cô anh chị em ở đâu đi nữa mình phải tự hào là mình là người việt nam thì nước mình mới giàu và mạnh 
thì lúc đó bạn còn tự hào hơn,,,thì lúc đó bạn còn tự hào hơn
thành công hay không việt nam vẫn cần bạn về xây dựng thành một nước như nhật như hàn quốc như một nước mạnh hơn cả nhật,,,thành công hay không việt nam vẫn cần bạn về xây dựng thành một nước như nhật như hàn quốc như một nước mạnh hơn cả nhật
bạn có bản lĩnh không,,,bạn có bản lĩnh không
khok,khok,khok,khóc
các booth hàng cực xịn và thú vị nhất với tui là giàu sang hướng thiện nhưng mới đi được 2 booth lần sau sẽ thử đi kiểu ẩn danh để hóng các booth khác xem sao,,,các booth hàng cực xịn và thú vị nhất với tui là giàu sang hướng thiện nhưng mới đi được 2 booth lần sau sẽ thử đi kiểu ẩn danh để hóng các booth khác xem sao
các khán giả luôn đông nghịt và luôn nhiệt tình đáng yêu đặc biệt ngoan khi lên vtv,,vtv,các khán giả luôn đông nghịt và luôn nhiệt tình đáng yêu đặc biệt ngoan khi lên đài truyền hình
âm thanh cho nghệ sĩ rehearsal rất ổn nhưng ngày diễn thì bất ổn hơn xíu,,,âm thanh cho nghệ sĩ tổng duyệt rất ổn nhưng ngày diễn thì bất ổn hơn xíu
bị hát oét mất một nốt trong bài lặng xí hổ tí muốn nhảy cắm xuống biển flash của mọi người luôn,oét,,bị hát nốt nhạc mất một nốt trong bài lặng xí hổ tí muốn nhảy cắm xuống biển flash của mọi người luôn
bài nhảy nhớ đc 99 con đường vũ công bán chuyên đã rộng mở nhưng mở hơi chậm do lạnh quá,,đc,bài nhảy nhớ được 99 con đường vũ công bán chuyên đã rộng mở nhưng mở hơi chậm do lạnh quá
khán giả vẫn đỉnh nóc kịch trần bay phấp phới hơn dự kiến,đỉnh nóc kịch trần bay phấp phới ,,khán giả vẫn tuyệt vời hơn dự kiến
rơi mất bộ inear vừa làm xong 1 ngày trước đợi khán giả về hết mới dám ra tìm lại may là tìm được còn đen là bị dẫm nứt hỏng,,,rơi mất bộ inear vừa làm xong 1 ngày trước đợi khán giả về hết mới dám ra tìm lại may là tìm được còn đen là bị dẫm nứt hỏng
lạnh quá thầy ạ a còn khan tiếng đây này hoan hỉ hoan hỉ,,a,lạnh quá thầy ạ anh còn khan tiếng đây này hoan hỉ hoan hỉ
nhưng thiện vẫn toàn diện,,,nhưng thiện vẫn toàn diện
thầy tìm đc inear chưa thầy,,đc,thầy tìm được tai nghe chưa thầy
thực ra em mải hét cũng ko nhớ a oét chỗ nào chắc ảo giác thui a hihi,oét,a ko,thực ra em mải hét cũng không nhớ anh nốt nhạc chỗ nào chắc ảo giác thui anh hihi
ảo giác đó em à,,,ảo giác đó em à
biển flash cho lặng quá đỉnh a ơi hn lạnh còn đk nghe lặng của a thiên thiện,,hn a đk,biển flash cho lặng quá đỉnh anh ơi hà nội lạnh còn được nghe lặng của anh thiên thiện
em không tin đấy là nốt oét với em đấy là điểm sáng trong kĩ thuật nảy hột trong các làn điệu chèo anh thiện xứng đáng là học trò giỏi của cô thu huyền ạ,oét,,em không tin đấy là nốt nhạc với em đấy là điểm sáng trong kĩ thuật nảy hột trong các làn điệu chèo anh thiện xứng đáng là học trò giỏi của cô thu huyền ạ
thầy hát dù oet tí cũng vẫn làm e xúc động quá chừng,oét,e,thầy hát dù nốt nhạc tí cũng vẫn làm em xúc động quá chừng
rủ a thiện đi trà đá mà ảnh cứ cười chả lói gì,,a,rủ anh thiện đi trà đá mà ảnh cứ cười chả nói gì
bố giỏi lắm bố thiện,,,bố giỏi lắm bố thiện
nhờ nốt oét mà cấm đứa nào đồn show nhà mình nhép t ơi vẫn hay xỉuuuuu,oét,tr,nhờ nốt nhạc mà cấm đứa nào đồn show nhà mình nhép thành ơi vẫn hay xỉuuuuu
anh thiện ko đi xuống khu cánh phải e giao lưu gì cả 910,,ko e,anh thiện không đi xuống khu cánh phải em giao lưu gì cả 910
anh thiện toàn diện rv,,rv,anh thiện toàn diện nhận xét
review có tâm quá tr quá đất,,tr,review có tâm quá trời quá đất
vẫn cứ là 100 điểm ạ cảm ơn vì nỗ lực và sự cống hiến tuyệt vời của các anh và ekip atvncg 2024,,atvncg ekip,vẫn cứ là 100 điểm ạ cảm ơn vì nỗ lực và sự cống hiến tuyệt vời của các anh và ban tổ chức anh trai vượt ngàn chông gai 2024
ko sao anh,,ko,không sao anh
các a vẫn live rất rất đỉnh luôn ạ,,a,các anh vẫn live rất rất đỉnh luôn ạ
em khum nghe thấy nốt oét bài lặng đâu tại lo hát cùng 2 anh rồi 3 mong có thể gặp anh ở concert nhà trẻ ạ,khum,,em không nghe thấy nốt nhạc bài lặng đâu tại lo hát cùng 2 anh rồi 3 mong có thể gặp anh ở concert nhà trẻ ạ
iu lặng lắm lun ạ,,iu,yêu lặng lắm luôn ạ
chả thấy oét chỗ nào anh ơiii,oét,,chả thấy nốt nhạc chỗ nào anh ơiii
âm thanh có vẻ ko trục trặc,,ko,âm thanh có vẻ không trục trặc
huhu 100 điểm không có nhưng anh ơiiii,,,huhu 100 điểm không có nhưng anh ơiiii
em thích nốt oét đấy ạ vì em có thể đem nó đi khoe như bằng chứng anh thiện và các anh tài hát live với toàn bộ sức lực,oét,,em thích nốt nhạc đấy ạ vì em có thể đem nó đi khoe như bằng chứng anh thiện và các anh tài hát trực tiếp với toàn bộ sức lực
nay đi fansign chú hưng mà mê tuy hơi loạn lúc xếp chỗ nma mê cho đến cuối show chú rất iu fan đang chúc chú hưng giữ sức khoẻ thì 1 con mẹ còn bé tuổi gào với t chị đừng có gọi bằng chú được k chị vô duyên thế t đang tưởng n giỡn thì mấy bé xung quanh vô mắng n hoá ra là thật suýt t chửi rồi tại cho chú t vẫn nói nhẹ mấy bạn cũng v em ơi chú tuổi đã lớn hơn mẹ chị rồi mn phải gọi bằng chú cái n bịt tai e k nghe em k nghe mn ồn ào quá,,tnmnkv iu,nay đi fansign chú hưng mà mê tuy hơi loạn lúc xếp chỗ nma mê cho đến cuối show chú rất yêu fan đang chúc chú hưng giữ sức khoẻ thì 1 con mẹ còn bé tuổi gào với tao chị đừng có gọi bằng chú được không chị vô duyên thế tao đang tưởng nó giỡn thì mấy bé xung quanh vô mắng nó hoá ra là thật suýt tao chửi rồi tại cho chú tao vẫn nói nhẹ mấy bạn cũng vậy em ơi chú tuổi đã lớn hơn mẹ chị rồi mọi người phải gọi bằng chú cái nó bịt tai em không nghe em không nghe mọi người ồn ào quá
anh tài độ hát bài hát xin đừng lặng im của anh tài sibun giọng hát trời ban ,,,anh tài độ hát bài hát xin đừng lặng im của anh tài sibun giọng hát trời ban 
lần đầu đu trend nì hông với ai khác mà là với mẹ iuuu mãi iu atvncg vì những kỉ niệm đẹp này ,trend,atvncg,lần đầu đu xu hướng này không với ai khác mà là với mẹ yêu mãi yêu anh trai vượt ngàn chông gai vì những kỉ niệm đẹp này 
"đỉnh cao hài độc thoại huyền thoại máy lạnh 10 ngựa gọi tên sơn tùng mtp anh này không phải mát mát nữa đâu tuyết tuyết cmnr 
",cmnr,,"đỉnh cao hài độc thoại huyền thoại máy lạnh 10 ngựa gọi tên sơn tùng mtp anh này không phải mát mát nữa đâu tuyết tuyết luôn rồi
"
"có khi nào cụm từ lóng của năm wechoice awards 2024 là câu tặng em con chim không 
",tặng em con chim,,"có khi nào cụm từ lóng của năm wechoice awards 2024 là câu tặng em món quà không 
"
nghĩ tới cảnh anh sinh lên nhận giải mà t cười bệnh,cười bệnh,t,nghĩ tới cảnh anh sinh lên nhận giải mà tao cười nghiêng ngả
cảm ơn các bạn đã yêu thích cái miếng lạnh tanh này tặng các bạn con chim thay lời cảm ơn,tặng em con chim,,cảm ơn các bạn đã yêu thích cái miếng lạnh tanh này tặng các bạn món quà thay lời cảm ơn
sẵn cho ké 1 bài nho,,,sẵn cho ké 1 bài nho
mà tặng em con chim là sao vậy mng cũng du nhma miếng này ko biết thiệt,tặng em con chim,ko mng,mà tặng em món quà là sao vậy mọi người cũng du nhưng mà miếng này không biết thiệt
tui vẫn chưa hiểu câu này nó từ 2n1d lun đó,,2n1d,tôi vẫn chưa hiểu câu này nó từ 2 ngày 1 đêm luôn đó
câu này vinh râu nói 5 6 năm trc anh sinh xài lại theo kiểu miếng của em nhạt quá tặng em con chim tiếng quạ bay ngang hay đc lồng lúc rớt miếng trong 2n1đ qua say2 lại xài tiếp lúc đầu tụi tui cũng ko hiểu tại miếng nó ngang phè mà nó lạnh tanh ai ngờ có ngày fan xài được trong mọi trường hợp như này đâu,,trc ko 2n1d say2,câu này vinh râu nói 5 6 năm trước anh sinh xài lại theo kiểu miếng của em nhạt quá tặng em con chim tiếng quạ bay ngang hay đc lồng lúc rớt miếng trong 2 ngày 1 đêm qua say hi lại xài tiếp lúc đầu tụi tui cũng không hiểu tại miếng nó ngang phè mà nó lạnh tanh ai ngờ có ngày người hâm mộ xài được trong mọi trường hợp như này đâu
haha 10 điểm cho anh sinh,,,haha 10 điểm cho anh sinh
ê không biết tuần này còn thống kê keyword cho atsh k hen nếu còn chắc tặng em con chim lọt top quá,tặng em con chim,atsh k,ê không biết tuần này còn thống kê từ khoá cho anh trai say hi không hen nếu còn chắc tặng em con chim lọt top quá
chắc còn á mình cứ spam đi vào đc bản nào hay bản đó,,,chắc còn á mình cứ  đi vào đc bản nào hay bản đó
chủ tút hiểu không cũng thích đó mà nhiều quá nó dị nè,chủ tút,,người đăng bài hiểu không cũng thích đó mà nhiều quá nó dị nè
hoy xin lỗi mà tặng trái đào nè,hoy,,thôi xin lỗi mà tặng trái đào nè
sau anh sinh lên phát biểu thực sự mình ko nghĩ miếng hề nhạt này của mình trở nên viral trở lên trên mọi diễn đàn cảm ơn các bạn đã quan tâm đến miếng của mình để mình tặng các bạn con thay lời cảm ơn nha,,ko,sau anh sinh lên phát biểu thực sự mình không nghĩ miếng hề nhạt này của mình trở nên viral trở lên trên mọi diễn đàn cảm ơn các bạn đã quan tâm đến miếng của mình để mình tặng các bạn con thay lời cảm ơn nha
xúi ảnh đem con chim lên thật là bùng nổ truyền thông liền,,,xúi ảnh đem con chim lên thật là bùng nổ truyền thông liền
má t cười điên luôn tặng bạn con,cười điên,t,má tao cười luôn tặng bạn con
đáp lễ lại vài hạt đậu cho chim bạn nuôi nè,,,đáp lễ lại vài hạt đậu cho chim bạn nuôi nè
